,Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
438,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,9,1.0,1.0,1.0,1.0
439,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,10,0.88,0.8790444044616059,0.88,0.8822097858282067
440,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,1,1.0,1.0,1.0,1.0
441,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,2,1.0,1.0,1.0,1.0
442,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,3,1.0,1.0,1.0,1.0
443,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,4,1.0,1.0,1.0,1.0
444,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,5,1.0,1.0,1.0,1.0
445,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,6,1.0,1.0,1.0,1.0
446,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,7,1.0,1.0,1.0,1.0
447,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,8,1.0,1.0,1.0,1.0
448,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,9,1.0,1.0,1.0,1.0
449,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,10,0.925,0.9225399182357576,0.925,0.9261221234905446
450,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,1,1.0,1.0,1.0,1.0
451,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,2,1.0,1.0,1.0,1.0
452,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,3,1.0,1.0,1.0,1.0
453,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,4,1.0,1.0,1.0,1.0
454,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,5,1.0,1.0,1.0,1.0
455,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,6,1.0,1.0,1.0,1.0
456,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,7,1.0,1.0,1.0,1.0
457,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,8,1.0,1.0,1.0,1.0
458,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,9,1.0,1.0,1.0,1.0
459,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,10,0.915,0.9143898193756392,0.915,0.916355017979732
460,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,1,1.0,1.0,1.0,1.0
461,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,2,1.0,1.0,1.0,1.0
462,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,3,1.0,1.0,1.0,1.0
463,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,4,1.0,1.0,1.0,1.0
464,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,5,1.0,1.0,1.0,1.0
465,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,6,1.0,1.0,1.0,1.0
466,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,7,1.0,1.0,1.0,1.0
467,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,8,1.0,1.0,1.0,1.0
468,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,9,1.0,1.0,1.0,1.0
469,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,10,0.9,0.8982485293910197,0.9,0.8985281385281385
470,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,1,1.0,1.0,1.0,1.0
471,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,2,1.0,1.0,1.0,1.0
472,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,3,1.0,1.0,1.0,1.0
473,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,4,1.0,1.0,1.0,1.0
474,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,5,1.0,1.0,1.0,1.0
475,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,6,1.0,1.0,1.0,1.0
476,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,7,1.0,1.0,1.0,1.0
477,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,8,1.0,1.0,1.0,1.0
478,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,9,1.0,1.0,1.0,1.0
479,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,10,0.905,0.9020780845171088,0.905,0.9029186602870812
480,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,1,1.0,1.0,1.0,1.0
481,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,2,1.0,1.0,1.0,1.0
482,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,3,1.0,1.0,1.0,1.0
483,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,4,1.0,1.0,1.0,1.0
484,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,5,1.0,1.0,1.0,1.0
485,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,6,1.0,1.0,1.0,1.0
486,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,7,1.0,1.0,1.0,1.0
487,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,8,1.0,1.0,1.0,1.0
488,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,9,1.0,1.0,1.0,1.0
489,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,10,0.9,0.8957113543364552,0.9,0.9001079258905346
490,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,1,1.0,1.0,1.0,1.0
491,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,2,1.0,1.0,1.0,1.0
492,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,3,1.0,1.0,1.0,1.0
493,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,4,1.0,1.0,1.0,1.0
494,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,5,1.0,1.0,1.0,1.0
495,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,6,1.0,1.0,1.0,1.0
496,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,7,1.0,1.0,1.0,1.0
497,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,8,1.0,1.0,1.0,1.0
498,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,9,1.0,1.0,1.0,1.0
499,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,10,0.895,0.8927196722832151,0.895,0.89495670995671
500,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,1,1.0,1.0,1.0,1.0
501,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,2,1.0,1.0,1.0,1.0
502,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,3,1.0,1.0,1.0,1.0
503,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,4,1.0,1.0,1.0,1.0
504,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,5,1.0,1.0,1.0,1.0
505,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,6,1.0,1.0,1.0,1.0
506,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,7,1.0,1.0,1.0,1.0
507,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,8,1.0,1.0,1.0,1.0
508,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,9,1.0,1.0,1.0,1.0
509,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,10,0.905,0.903987877761947,0.905,0.9052092352092352
510,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,1,1.0,1.0,1.0,1.0
511,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,2,1.0,1.0,1.0,1.0
512,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,3,1.0,1.0,1.0,1.0
513,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,4,1.0,1.0,1.0,1.0
514,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,5,1.0,1.0,1.0,1.0
515,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,6,1.0,1.0,1.0,1.0
516,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,7,1.0,1.0,1.0,1.0
517,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,8,1.0,1.0,1.0,1.0
518,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,9,1.0,1.0,1.0,1.0
519,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,10,0.925,0.9244746214116606,0.925,0.9266305731778876
520,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,1,1.0,1.0,1.0,1.0
521,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,2,1.0,1.0,1.0,1.0
522,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,3,1.0,1.0,1.0,1.0
523,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,4,1.0,1.0,1.0,1.0
524,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,5,1.0,1.0,1.0,1.0
525,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,6,1.0,1.0,1.0,1.0
526,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,7,1.0,1.0,1.0,1.0
527,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,8,1.0,1.0,1.0,1.0
528,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,9,1.0,1.0,1.0,1.0
529,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,10,0.89,0.8893492727928647,0.89,0.8942529330572807
530,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,1,1.0,1.0,1.0,1.0
531,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,2,1.0,1.0,1.0,1.0
532,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,3,1.0,1.0,1.0,1.0
533,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,4,1.0,1.0,1.0,1.0
534,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,5,1.0,1.0,1.0,1.0
535,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,6,1.0,1.0,1.0,1.0
536,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,7,1.0,1.0,1.0,1.0
537,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,8,1.0,1.0,1.0,1.0
538,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,9,1.0,1.0,1.0,1.0
539,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,10,0.895,0.8925650345846186,0.895,0.8946920289855071
540,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,1,1.0,1.0,1.0,1.0
541,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,2,1.0,1.0,1.0,1.0
542,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,3,1.0,1.0,1.0,1.0
543,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,4,1.0,1.0,1.0,1.0
544,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,5,1.0,1.0,1.0,1.0
545,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,6,1.0,1.0,1.0,1.0
546,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,7,1.0,1.0,1.0,1.0
547,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,8,1.0,1.0,1.0,1.0
548,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,9,1.0,1.0,1.0,1.0
549,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,10,0.905,0.9029247144959,0.905,0.9029229082937524
550,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,1,1.0,1.0,1.0,1.0
551,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,2,1.0,1.0,1.0,1.0
552,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,3,1.0,1.0,1.0,1.0
553,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,4,1.0,1.0,1.0,1.0
554,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,5,1.0,1.0,1.0,1.0
555,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,6,1.0,1.0,1.0,1.0
556,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,7,1.0,1.0,1.0,1.0
557,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,8,1.0,1.0,1.0,1.0
558,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,9,1.0,1.0,1.0,1.0
559,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,10,0.885,0.8845976222099458,0.885,0.8901302722045756
560,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,1,1.0,1.0,1.0,1.0
561,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,2,1.0,1.0,1.0,1.0
562,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,3,1.0,1.0,1.0,1.0
563,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,4,1.0,1.0,1.0,1.0
564,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,5,1.0,1.0,1.0,1.0
565,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,6,1.0,1.0,1.0,1.0
566,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,7,1.0,1.0,1.0,1.0
567,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,8,1.0,1.0,1.0,1.0
568,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,9,1.0,1.0,1.0,1.0
569,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,10,0.9,0.8965840015840015,0.9,0.8948733464677736
570,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,1,1.0,1.0,1.0,1.0
571,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,2,1.0,1.0,1.0,1.0
572,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,3,1.0,1.0,1.0,1.0
573,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,4,1.0,1.0,1.0,1.0
574,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,5,1.0,1.0,1.0,1.0
575,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,6,1.0,1.0,1.0,1.0
576,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,7,1.0,1.0,1.0,1.0
577,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,8,1.0,1.0,1.0,1.0
578,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,9,1.0,1.0,1.0,1.0
579,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,10,0.915,0.9121794228768528,0.915,0.9195421245421244
580,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,1,1.0,1.0,1.0,1.0
581,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,2,1.0,1.0,1.0,1.0
582,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,3,1.0,1.0,1.0,1.0
583,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,4,1.0,1.0,1.0,1.0
584,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,5,1.0,1.0,1.0,1.0
585,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,6,1.0,1.0,1.0,1.0
586,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,7,1.0,1.0,1.0,1.0
587,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,8,1.0,1.0,1.0,1.0
588,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,9,1.0,1.0,1.0,1.0
589,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,10,0.925,0.9237883657906346,0.925,0.9248576604554865
590,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,1,1.0,1.0,1.0,1.0
591,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,2,1.0,1.0,1.0,1.0
592,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,3,1.0,1.0,1.0,1.0
593,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,4,1.0,1.0,1.0,1.0
594,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,5,1.0,1.0,1.0,1.0
595,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,6,1.0,1.0,1.0,1.0
596,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,7,1.0,1.0,1.0,1.0
597,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,8,1.0,1.0,1.0,1.0
598,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,9,1.0,1.0,1.0,1.0
599,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,10,0.915,0.9138907743643988,0.915,0.9150687139844494
600,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,1,0.95,0.9501095842559256,0.95,0.9540675217455404
601,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,2,0.945,0.944209327258108,0.945,0.9443050808840282
602,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,3,0.955,0.9538946880410296,0.955,0.9549515499979896
603,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,4,0.94,0.9386042890214906,0.94,0.9439542036910455
604,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,5,0.96,0.9595773204117234,0.96,0.9605665679349892
605,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,6,0.92,0.917086567245686,0.92,0.922339765945904
606,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,7,0.93,0.929701689638342,0.93,0.934378234424674
607,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,8,0.955,0.9551928684007678,0.955,0.9571946169772256
608,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,9,0.95,0.9489671392110416,0.95,0.9516250519346496
609,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,10,0.595,0.6138821594703948,0.595,0.751571063207892
610,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,1,0.945,0.9444437324925128,0.945,0.9468996019460416
611,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,2,0.955,0.9539430894308945,0.955,0.9554166666666668
612,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,3,0.955,0.9549105501544526,0.955,0.9587844611528824
613,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,4,0.945,0.9444676494676496,0.945,0.951060606060606
614,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,5,0.935,0.933119363432526,0.935,0.934244527850666
615,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,6,0.955,0.954481552689452,0.955,0.9572213549451402
616,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,7,0.965,0.9645992561140184,0.965,0.9651879699248122
617,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,8,0.93,0.9276583579022604,0.93,0.9298200045568468
618,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,9,0.945,0.9446227357010412,0.945,0.949940476190476
619,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,10,0.66,0.6789821619590033,0.66,0.791053391053391
620,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,1,0.945,0.9435102516392412,0.945,0.949488989271598
621,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,2,0.945,0.943503677893922,0.945,0.9445995670995672
622,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,3,0.95,0.9482779636020752,0.95,0.9540560888386976
623,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,4,0.95,0.9494687155662764,0.95,0.9524857598541808
624,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,5,0.96,0.9595284728904158,0.96,0.9613216011042096
625,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,6,0.955,0.9547992871484527,0.955,0.9564213564213564
626,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,7,0.97,0.9697113327408576,0.97,0.9706349206349206
627,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,8,0.945,0.9444893411632224,0.945,0.9472599317793826
628,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,9,0.935,0.9340270495651518,0.935,0.9420818070818072
629,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,10,0.62,0.6503049694964406,0.62,0.8058947028423772
630,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,1,0.935,0.9337904097839316,0.935,0.9369675341185638
631,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,2,0.95,0.9491241083204544,0.95,0.950448585231194
632,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,3,0.935,0.9340247736759364,0.935,0.9390122044241038
633,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,4,0.945,0.9437549631310268,0.945,0.9469565217391304
634,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,5,0.93,0.9281300189694972,0.93,0.9311738833249132
635,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,6,0.965,0.9647144596952044,0.965,0.9653968253968256
636,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,7,0.965,0.9644807766758984,0.965,0.9675324675324676
637,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,8,0.95,0.9489651270139076,0.95,0.9509199134199132
638,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,9,0.935,0.9338050503198128,0.935,0.9385064935064936
639,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,10,0.655,0.6790524602444107,0.655,0.8091176470588235
640,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,1,0.945,0.9438418587629492,0.945,0.950364547732969
641,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,2,0.93,0.9289191788100646,0.93,0.9289249639249638
642,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,3,0.945,0.9436085536085536,0.945,0.9442640022516184
643,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,4,0.945,0.9422550751998168,0.945,0.9432425967752054
644,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,5,0.935,0.934070606329913,0.935,0.9358228905597328
645,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,6,0.945,0.9442879897051912,0.945,0.9468067226890756
646,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,7,0.955,0.9543690293548488,0.955,0.956262138722766
647,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,8,0.965,0.963972509811988,0.965,0.9681037078863166
648,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,9,0.94,0.9393445138040176,0.94,0.942468787251396
649,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,10,0.64,0.6610055386029492,0.64,0.7676765675449886
650,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,1,0.965,0.9649624295259724,0.965,0.9663602187286398
651,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,2,0.93,0.9289036240434874,0.93,0.9319055699389528
652,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,3,0.94,0.9390205591746028,0.94,0.941960739638758
653,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,4,0.935,0.9334268864614866,0.935,0.9344723701837714
654,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,5,0.945,0.9446446169089988,0.945,0.9467545015371104
655,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,6,0.945,0.9448112345307618,0.945,0.9492054865424432
656,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,7,0.945,0.9431331459238436,0.945,0.94635046113307
657,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,8,0.925,0.9246817964404612,0.925,0.9286362966239126
658,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,9,0.955,0.9547227748818936,0.955,0.9574378051615904
659,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,10,0.625,0.6472287234404069,0.625,0.7720092915214866
660,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,1,0.945,0.9441881439057306,0.945,0.9442857142857144
661,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,2,0.965,0.9647219988683404,0.965,0.9677489177489176
662,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,3,0.95,0.948690039597882,0.95,0.9533747412008282
663,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,4,0.92,0.917765917135562,0.92,0.9198650184711564
664,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,5,0.965,0.9644985899157916,0.965,0.966628469569646
665,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,6,0.955,0.9537160995555776,0.955,0.9575773920968428
666,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,7,0.94,0.9387463939789524,0.94,0.944855072463768
667,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,8,0.925,0.921623633818756,0.925,0.9276023976023976
668,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,9,0.935,0.9337292898268508,0.935,0.9371644351520512
