,Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
889,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,2,0.945,0.9446301011306832,0.945,0.947357524245396
890,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,3,0.95,0.9493209101553132,0.95,0.9500402521455154
891,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,4,0.925,0.9222441504520498,0.925,0.9250813793376722
892,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,5,0.93,0.9271759730154514,0.93,0.9331386729212816
893,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,6,0.94,0.936660271595876,0.94,0.9390993788819876
894,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,7,0.94,0.939870917130224,0.94,0.9435714285714286
895,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,8,0.935,0.933927841366866,0.935,0.9379971988795518
896,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,9,0.96,0.9591083713034932,0.96,0.9629870129870132
897,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,10,0.64,0.6621055886258947,0.64,0.7910569105691055
898,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,1,0.955,0.954551842759742,0.955,0.9558788275035416
899,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,2,0.965,0.9650745378652356,0.965,0.9664302059496568
900,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,3,0.935,0.9335526465961248,0.935,0.9453846153846154
901,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,4,0.93,0.927850080045202,0.93,0.9315584415584416
902,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,5,0.95,0.948713467601726,0.95,0.9498785326487574
903,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,6,0.92,0.9172044404829428,0.92,0.918385093167702
904,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,7,0.96,0.9590592334494774,0.96,0.9608495670995671
905,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,8,0.92,0.916344933191218,0.92,0.9211201841636624
906,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,9,0.95,0.9487344145738928,0.95,0.952346132128741
907,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,10,0.575,0.6019605651678543,0.575,0.7685573122529644
908,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,1,1.0,1.0,1.0,1.0
909,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,2,0.99,0.9898587933247752,0.99,0.9904761904761904
910,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,3,0.995,0.9949968730456537,0.995,0.9952380952380953
911,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,4,1.0,1.0,1.0,1.0
912,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,5,0.995,0.9949968730456537,0.995,0.9952380952380953
913,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,6,0.995,0.9949968730456537,0.995,0.9952380952380953
914,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,7,1.0,1.0,1.0,1.0
915,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,8,1.0,1.0,1.0,1.0
916,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,9,1.0,1.0,1.0,1.0
917,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,10,0.74,0.7488909010882884,0.74,0.8214285714285714
918,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,1,0.995,0.9949968730456534,0.995,0.9952380952380953
919,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,2,1.0,1.0,1.0,1.0
920,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,3,1.0,1.0,1.0,1.0
921,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,4,1.0,1.0,1.0,1.0
922,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,5,0.995,0.9949968730456537,0.995,0.9952380952380953
923,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,6,0.995,0.9949968730456537,0.995,0.9952380952380953
924,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,7,0.995,0.9949968730456534,0.995,0.9952380952380953
925,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,8,0.995,0.9949968730456537,0.995,0.9952380952380953
926,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,9,1.0,1.0,1.0,1.0
927,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,10,0.72,0.722518435464772,0.72,0.8094464745921377
928,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,1,0.995,0.9949968730456537,0.995,0.9952380952380953
929,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,2,1.0,1.0,1.0,1.0
930,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,3,0.995,0.9949968730456537,0.995,0.9952380952380953
931,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,4,1.0,1.0,1.0,1.0
932,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,5,0.995,0.9949968730456537,0.995,0.9952380952380953
933,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,6,0.995,0.9949968730456537,0.995,0.9952380952380953
934,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,7,1.0,1.0,1.0,1.0
935,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,8,0.99,0.9899749373433584,0.99,0.990909090909091
936,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,9,1.0,1.0,1.0,1.0
937,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,10,0.675,0.6867673791358002,0.675,0.7658029689608636
938,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,1,0.99,0.9899749373433584,0.99,0.990909090909091
939,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,2,0.995,0.9949968730456537,0.995,0.9952380952380953
940,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,3,1.0,1.0,1.0,1.0
941,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,4,1.0,1.0,1.0,1.0
942,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,5,0.99,0.9899749373433584,0.99,0.990909090909091
943,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,6,0.995,0.9949968730456537,0.995,0.9952380952380953
944,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,7,1.0,1.0,1.0,1.0
945,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,8,1.0,1.0,1.0,1.0
946,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,9,0.995,0.9949968730456534,0.995,0.9952380952380953
947,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,10,0.71,0.7243533932388422,0.71,0.8238562091503268
948,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,1,0.99,0.99,0.99,0.99
949,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,2,0.99,0.9899968730456534,0.99,0.9902380952380953
950,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,3,1.0,1.0,1.0,1.0
951,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,4,1.0,1.0,1.0,1.0
952,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,5,1.0,1.0,1.0,1.0
953,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,6,0.99,0.99,0.99,0.99
954,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,7,1.0,1.0,1.0,1.0
955,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,8,0.995,0.9949968730456537,0.995,0.9952380952380953
956,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,9,1.0,1.0,1.0,1.0
957,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,10,0.72,0.724410039539693,0.72,0.7939432871881936
958,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,1,1.0,1.0,1.0,1.0
959,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,2,0.995,0.9949968730456537,0.995,0.9952380952380953
960,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,3,1.0,1.0,1.0,1.0
961,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,4,0.995,0.9949968730456537,0.995,0.9952380952380953
962,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,5,0.995,0.9949968730456534,0.995,0.9952380952380953
963,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,6,0.995,0.9949968730456537,0.995,0.9952380952380953
964,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,7,0.995,0.9949968730456537,0.995,0.9952380952380953
965,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,8,0.99,0.99,0.99,0.99
966,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,9,1.0,1.0,1.0,1.0
967,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,10,0.715,0.7179646356116944,0.715,0.7736263736263738
968,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,1,1.0,1.0,1.0,1.0
969,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,2,1.0,1.0,1.0,1.0
970,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,3,1.0,1.0,1.0,1.0
971,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,4,0.995,0.9949968730456534,0.995,0.9952380952380953
972,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,5,1.0,1.0,1.0,1.0
973,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,6,1.0,1.0,1.0,1.0
974,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,7,1.0,1.0,1.0,1.0
975,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,8,1.0,1.0,1.0,1.0
976,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,9,1.0,1.0,1.0,1.0
977,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,10,0.695,0.7147395087704078,0.695,0.8072593167701864
978,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,1,1.0,1.0,1.0,1.0
979,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,2,0.995,0.9949968730456537,0.995,0.9952380952380953
980,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,3,0.995,0.9949968730456537,0.995,0.9952380952380953
981,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,4,0.99,0.99,0.99,0.99
982,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,5,0.995,0.9949968730456537,0.995,0.9952380952380953
983,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,6,1.0,1.0,1.0,1.0
984,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,7,1.0,1.0,1.0,1.0
985,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,8,1.0,1.0,1.0,1.0
986,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,9,1.0,1.0,1.0,1.0
987,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,10,0.71,0.7237749146215965,0.71,0.8175608705020472
988,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,1,0.995,0.9949968730456537,0.995,0.9952380952380953
989,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,2,0.995,0.9949968730456537,0.995,0.9952380952380953
990,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,3,0.995,0.9949968730456537,0.995,0.9952380952380953
991,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,4,1.0,1.0,1.0,1.0
992,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,5,1.0,1.0,1.0,1.0
993,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,6,1.0,1.0,1.0,1.0
994,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,7,0.99,0.99,0.99,0.99
995,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,8,0.995,0.9949968730456537,0.995,0.9952380952380953
996,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,9,1.0,1.0,1.0,1.0
997,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,10,0.68,0.6935742606366841,0.68,0.765871212121212
998,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,1,0.995,0.9949968730456537,0.995,0.9952380952380953
999,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,2,0.995,0.9949968730456537,0.995,0.9952380952380953
1000,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,3,1.0,1.0,1.0,1.0
1001,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1002,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,5,0.99,0.9899749373433584,0.99,0.990909090909091
1003,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,6,1.0,1.0,1.0,1.0
1004,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1005,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,8,1.0,1.0,1.0,1.0
1006,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,9,1.0,1.0,1.0,1.0
1007,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,10,0.755,0.7659383096699395,0.755,0.841041162227603
1008,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,1,1.0,1.0,1.0,1.0
1009,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,2,1.0,1.0,1.0,1.0
1010,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,3,0.995,0.9949968730456534,0.995,0.9952380952380953
1011,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1012,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,5,1.0,1.0,1.0,1.0
1013,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,6,0.995,0.9949968730456537,0.995,0.9952380952380953
1014,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,7,0.99,0.9899749373433584,0.99,0.990909090909091
1015,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,8,1.0,1.0,1.0,1.0
1016,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,9,0.995,0.9949968730456537,0.995,0.9952380952380953
1017,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,10,0.7,0.7077860907582268,0.7,0.778169014084507
1018,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,1,0.995,0.9949968730456537,0.995,0.9952380952380953
1019,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,2,1.0,1.0,1.0,1.0
1020,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,3,0.995,0.9949968730456537,0.995,0.9952380952380953
1021,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,4,0.99,0.9899749373433584,0.99,0.990909090909091
1022,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,5,1.0,1.0,1.0,1.0
1023,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,6,1.0,1.0,1.0,1.0
1024,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,7,1.0,1.0,1.0,1.0
1025,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,8,1.0,1.0,1.0,1.0
1026,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,9,1.0,1.0,1.0,1.0
1027,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,10,0.725,0.7367756357952436,0.725,0.8078808702083077
1028,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,1,0.995,0.9949968730456537,0.995,0.9952380952380953
1029,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,2,0.995,0.9949968730456537,0.995,0.9952380952380953
1030,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,3,1.0,1.0,1.0,1.0
1031,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1032,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,5,1.0,1.0,1.0,1.0
1033,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,6,1.0,1.0,1.0,1.0
1034,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,7,1.0,1.0,1.0,1.0
1035,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,8,0.995,0.9949968730456537,0.995,0.9952380952380953
1036,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,9,0.995,0.9949968730456537,0.995,0.9952380952380953
1037,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,10,0.685,0.7008660936251069,0.685,0.7928518057285181
1038,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,1,1.0,1.0,1.0,1.0
1039,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,2,0.995,0.9949968730456537,0.995,0.9952380952380953
1040,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,3,0.995,0.9949968730456534,0.995,0.9952380952380953
1041,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1042,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,5,0.995,0.9949968730456537,0.995,0.9952380952380953
1043,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,6,1.0,1.0,1.0,1.0
1044,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,7,1.0,1.0,1.0,1.0
1045,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,8,0.995,0.9949968730456537,0.995,0.9952380952380953
1046,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,9,0.995,0.9949968730456537,0.995,0.9952380952380953
1047,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,10,0.705,0.7148473748473748,0.705,0.7840570175438596
1048,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,1,1.0,1.0,1.0,1.0
1049,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,2,1.0,1.0,1.0,1.0
1050,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,3,0.99,0.9899749373433584,0.99,0.990909090909091
1051,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1052,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,5,1.0,1.0,1.0,1.0
1053,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,6,0.995,0.9949968730456537,0.995,0.9952380952380953
1054,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1055,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,8,1.0,1.0,1.0,1.0
1056,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,9,1.0,1.0,1.0,1.0
1057,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,10,0.69,0.6966935665951945,0.69,0.7710478019632948
1058,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,1,0.995,0.9949968730456534,0.995,0.9952380952380953
1059,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,2,1.0,1.0,1.0,1.0
1060,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,3,0.995,0.9949968730456537,0.995,0.9952380952380953
1061,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,4,0.99,0.99,0.99,0.99
1062,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,5,0.99,0.9901098901098904,0.99,0.990909090909091
1063,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,6,0.995,0.9949968730456537,0.995,0.9952380952380953
1064,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1065,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,8,1.0,1.0,1.0,1.0
1066,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,9,0.995,0.9949968730456537,0.995,0.9952380952380953
1067,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,10,0.755,0.7646239218158722,0.755,0.8483333333333333
1068,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,1,1.0,1.0,1.0,1.0
1069,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,2,0.995,0.9949968730456537,0.995,0.9952380952380953
1070,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,3,1.0,1.0,1.0,1.0
1071,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,4,0.99,0.9898587933247752,0.99,0.9904761904761904
1072,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,5,0.995,0.9949968730456537,0.995,0.9952380952380953
1073,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,6,1.0,1.0,1.0,1.0
1074,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,7,1.0,1.0,1.0,1.0
1075,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,8,0.995,0.9949968730456537,0.995,0.9952380952380953
1076,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,9,0.985,0.9849151477058454,0.985,0.9869565217391304
1077,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,10,0.675,0.6835297206348099,0.675,0.7587967360857387
1078,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,1,1.0,1.0,1.0,1.0
1079,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,2,1.0,1.0,1.0,1.0
1080,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,3,0.995,0.9949968730456534,0.995,0.9952380952380953
1081,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,4,1.0,1.0,1.0,1.0
1082,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,5,0.995,0.9949968730456537,0.995,0.9952380952380953
1083,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,6,0.995,0.9949968730456537,0.995,0.9952380952380953
1084,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,7,0.99,0.9898587933247752,0.99,0.9904761904761904
1085,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,8,1.0,1.0,1.0,1.0
1086,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,9,0.99,0.99,0.99,0.99
1087,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,10,0.705,0.7152716119386514,0.705,0.8156998556998558
1088,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,1,0.99,0.99,0.99,0.99
1089,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,2,1.0,1.0,1.0,1.0
1090,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,3,1.0,1.0,1.0,1.0
1091,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1092,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,5,0.99,0.99,0.99,0.99
1093,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,6,0.995,0.9949968730456534,0.995,0.9952380952380953
1094,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,7,0.995,0.9949968730456537,0.995,0.9952380952380953
1095,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,8,1.0,1.0,1.0,1.0
1096,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,9,0.995,0.9949968730456537,0.995,0.9952380952380953
1097,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,10,0.675,0.6810950320238246,0.675,0.7570088833655528
1098,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,1,0.99,0.9899968730456536,0.99,0.9902380952380953
1099,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,2,0.99,0.9899749373433584,0.99,0.990909090909091
1100,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,3,0.985,0.9848686679174484,0.985,0.9849749373433584
1101,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,4,0.99,0.9899968730456534,0.99,0.9902380952380953
1102,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,5,0.995,0.9949968730456537,0.995,0.9952380952380953
1103,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,6,1.0,1.0,1.0,1.0
1104,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,7,1.0,1.0,1.0,1.0
1105,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,8,1.0,1.0,1.0,1.0
1106,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,9,0.99,0.99,0.99,0.99
1107,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,10,0.705,0.7165319925188346,0.705,0.7957457983193278
1108,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,1,0.995,0.9949968730456534,0.995,0.9952380952380953
1109,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,2,0.99,0.99,0.99,0.99
1110,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,3,0.995,0.9949968730456537,0.995,0.9952380952380953
1111,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,4,0.995,0.9949968730456537,0.995,0.9952380952380953
1112,GB,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,5,1.0,1.0,1.0,1.0
