Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
LR,mfeat_fac,27,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,27,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,27,8,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,27,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,27,10,0.96,0.9599534953706969,0.96,0.9617931191615404
LR,mfeat_fac,28,1,0.99,0.9899749373433584,0.99,0.990909090909091
LR,mfeat_fac,28,2,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,28,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,28,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,28,5,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,28,6,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,28,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,28,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,28,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,28,10,0.975,0.9751125703564726,0.975,0.975952380952381
LR,mfeat_fac,29,1,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,29,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,29,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,29,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,29,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,29,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,29,7,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,29,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,29,9,0.985,0.9851067631555436,0.985,0.986147186147186
LR,mfeat_fac,29,10,0.98,0.9798337306681336,0.98,0.9813852813852812
LR,mfeat_fac,30,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,2,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,30,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,30,10,0.955,0.954965556480319,0.955,0.9561221234905446
LR,mfeat_fou,1,1,0.895,0.8948788011304057,0.895,0.8957765626186679
LR,mfeat_fou,1,2,0.89,0.8882358854257052,0.89,0.8942661260308319
LR,mfeat_fou,1,3,0.895,0.8921522582805683,0.895,0.8926478891952037
LR,mfeat_fou,1,4,0.86,0.8603380992732278,0.86,0.862516700182604
LR,mfeat_fou,1,5,0.9,0.8961508201669602,0.9,0.90606936795724
LR,mfeat_fou,1,6,0.89,0.8885527730646562,0.89,0.8952614052614052
LR,mfeat_fou,1,7,0.9,0.9001531267192371,0.9,0.9018732437153488
LR,mfeat_fou,1,8,0.9,0.8994712002529122,0.9,0.9007952853147362
LR,mfeat_fou,1,9,0.865,0.8627408161222515,0.865,0.8661801242236024
LR,mfeat_fou,1,10,0.87,0.869929048919257,0.87,0.8737521958717612
LR,mfeat_fou,2,1,0.845,0.8432848425411354,0.845,0.8476301476301475
LR,mfeat_fou,2,2,0.895,0.894068167604753,0.895,0.8937719298245613
LR,mfeat_fou,2,3,0.91,0.9106346262925956,0.91,0.9126844284624605
LR,mfeat_fou,2,4,0.85,0.8495216098347721,0.85,0.8560077482903569
LR,mfeat_fou,2,5,0.915,0.9131332775121772,0.915,0.9168595896856766
LR,mfeat_fou,2,6,0.87,0.8709928354344271,0.87,0.8754887218045113
LR,mfeat_fou,2,7,0.895,0.8936114454535506,0.895,0.8950322106514057
LR,mfeat_fou,2,8,0.91,0.9093245778611632,0.91,0.9092982456140348
LR,mfeat_fou,2,9,0.915,0.91465177445922,0.915,0.9165087853323146
LR,mfeat_fou,2,10,0.86,0.8583668686107709,0.86,0.8606850012732365
LR,mfeat_fou,3,1,0.92,0.9182109906294162,0.92,0.9190101406348546
LR,mfeat_fou,3,2,0.88,0.879257425663074,0.88,0.8822262318005352
LR,mfeat_fou,3,3,0.9,0.8993248335353597,0.9,0.9029337492572788
LR,mfeat_fou,3,4,0.91,0.909643334033578,0.91,0.9116534652138368
LR,mfeat_fou,3,5,0.875,0.8732238161178065,0.875,0.8769107551487414
LR,mfeat_fou,3,6,0.85,0.8490319454555058,0.85,0.8500308742871671
LR,mfeat_fou,3,7,0.88,0.8771822285013018,0.88,0.8866119792398566
LR,mfeat_fou,3,8,0.905,0.9041539966458616,0.905,0.9112679590940462
LR,mfeat_fou,3,9,0.9,0.8979423186002881,0.9,0.9053524446567924
LR,mfeat_fou,3,10,0.855,0.8530150829059687,0.855,0.8577819548872181
LR,mfeat_fou,4,1,0.895,0.8936420870141799,0.895,0.8959183910718437
LR,mfeat_fou,4,2,0.85,0.8507076827808535,0.85,0.8539665339820138
LR,mfeat_fou,4,3,0.9,0.898778347575852,0.9,0.9024565438823752
LR,mfeat_fou,4,4,0.905,0.9038005038119974,0.905,0.9054052951879038
LR,mfeat_fou,4,5,0.855,0.8532662835551154,0.855,0.8544654528478057
LR,mfeat_fou,4,6,0.905,0.9036261385170242,0.905,0.903972810814916
LR,mfeat_fou,4,7,0.915,0.915252291568081,0.915,0.9193181818181816
LR,mfeat_fou,4,8,0.91,0.9090261522882354,0.91,0.9118579758024836
LR,mfeat_fou,4,9,0.875,0.8731506081364278,0.875,0.8806363944979506
LR,mfeat_fou,4,10,0.84,0.8397956899754074,0.84,0.8414430014430014
LR,mfeat_fou,5,1,0.895,0.8953515396368488,0.895,0.8979595728451564
LR,mfeat_fou,5,2,0.905,0.9045872420262664,0.905,0.9048496240601502
LR,mfeat_fou,5,3,0.94,0.9391512552488162,0.94,0.9438796992481202
LR,mfeat_fou,5,4,0.875,0.8763146686035305,0.875,0.8811443959041213
LR,mfeat_fou,5,5,0.875,0.8728885792085481,0.875,0.8738206828393932
LR,mfeat_fou,5,6,0.885,0.8843742799776176,0.885,0.8845238095238095
LR,mfeat_fou,5,7,0.915,0.9143711843711844,0.915,0.920714114832536
LR,mfeat_fou,5,8,0.88,0.878613891546393,0.88,0.8868547327397778
LR,mfeat_fou,5,9,0.91,0.9079609762536592,0.91,0.9105154262662002
LR,mfeat_fou,5,10,0.815,0.8113810306778333,0.815,0.811870981802332
LR,mfeat_fou,6,1,0.905,0.9045279687426746,0.905,0.9074167049803072
LR,mfeat_fou,6,2,0.895,0.8945872420262664,0.895,0.8948496240601503
LR,mfeat_fou,6,3,0.92,0.9197943069679346,0.92,0.9227351481470474
LR,mfeat_fou,6,4,0.88,0.8784295806888873,0.88,0.8792147034252298
LR,mfeat_fou,6,5,0.89,0.8887185991033304,0.89,0.8958333333333335
LR,mfeat_fou,6,6,0.88,0.8793937718135407,0.88,0.881234078958537
LR,mfeat_fou,6,7,0.895,0.8935540668378789,0.895,0.902457596751075
LR,mfeat_fou,6,8,0.885,0.8842973379494561,0.885,0.8878571428571429
LR,mfeat_fou,6,9,0.865,0.8667264314632736,0.865,0.86989898989899
LR,mfeat_fou,6,10,0.825,0.82742805134482,0.825,0.8323935002195871
LR,mfeat_fou,7,1,0.885,0.8851365436731291,0.885,0.8882706766917292
LR,mfeat_fou,7,2,0.895,0.8940332168188394,0.895,0.8982152350573402
LR,mfeat_fou,7,3,0.905,0.9042604015944912,0.905,0.9058137671544588
LR,mfeat_fou,7,4,0.865,0.8639704091372896,0.865,0.863654970760234
LR,mfeat_fou,7,5,0.92,0.9205070786242234,0.92,0.9262711606381684
LR,mfeat_fou,7,6,0.885,0.8829223210009548,0.885,0.8846667764602546
LR,mfeat_fou,7,7,0.905,0.9049342869368544,0.905,0.9059968102073364
LR,mfeat_fou,7,8,0.895,0.8931973087430294,0.895,0.897105199787425
LR,mfeat_fou,7,9,0.885,0.883092466922959,0.885,0.8839126375187757
LR,mfeat_fou,7,10,0.82,0.8149594073064759,0.82,0.8254345757441733
LR,mfeat_fou,8,1,0.895,0.8941739750134531,0.895,0.894826195924594
LR,mfeat_fou,8,2,0.89,0.887204526503307,0.89,0.8998558897243107
LR,mfeat_fou,8,3,0.915,0.9152747252747254,0.915,0.9167942583732056
LR,mfeat_fou,8,4,0.895,0.8939485961608724,0.895,0.9002479099847521
LR,mfeat_fou,8,5,0.88,0.8783985083985084,0.88,0.8860371517027863
LR,mfeat_fou,8,6,0.92,0.9194421325358424,0.92,0.9215728715728716
LR,mfeat_fou,8,7,0.875,0.8749951727858704,0.875,0.8789302059496568
LR,mfeat_fou,8,8,0.88,0.8761182891503307,0.88,0.8865144787011795
LR,mfeat_fou,8,9,0.91,0.9101093868487964,0.91,0.9126118326118328
LR,mfeat_fou,8,10,0.835,0.8321384672774349,0.835,0.8349820086137223
LR,mfeat_fou,9,1,0.915,0.9139493433395872,0.915,0.9176378446115288
LR,mfeat_fou,9,2,0.9,0.8978795327754936,0.9,0.8997669792554703
LR,mfeat_fou,9,3,0.885,0.8851063164477799,0.885,0.8854260651629073
LR,mfeat_fou,9,4,0.885,0.8820443766311439,0.885,0.889822920472537
LR,mfeat_fou,9,5,0.885,0.8830506458413435,0.885,0.8877488099462794
LR,mfeat_fou,9,6,0.9,0.899063851065075,0.9,0.9015049471699088
LR,mfeat_fou,9,7,0.885,0.8830346569770995,0.885,0.8872329663090534
LR,mfeat_fou,9,8,0.905,0.905475297060663,0.905,0.90640350877193
LR,mfeat_fou,9,9,0.895,0.895113971687993,0.895,0.8977680774827093
LR,mfeat_fou,9,10,0.815,0.815275530519433,0.815,0.822297619047619
LR,mfeat_fou,10,1,0.86,0.8594223589607742,0.86,0.8656727975613424
LR,mfeat_fou,10,2,0.885,0.8816395655993934,0.885,0.8888744588744588
LR,mfeat_fou,10,3,0.925,0.9239169135538958,0.925,0.9282516393285004
LR,mfeat_fou,10,4,0.855,0.8529751992117279,0.855,0.8542528461353336
LR,mfeat_fou,10,5,0.885,0.8827283250265465,0.885,0.8867941593113219
LR,mfeat_fou,10,6,0.905,0.9038324818812624,0.905,0.9066515721120983
LR,mfeat_fou,10,7,0.91,0.909007910349374,0.91,0.9094257703081232
LR,mfeat_fou,10,8,0.895,0.8928250878776204,0.895,0.904599989382598
LR,mfeat_fou,10,9,0.92,0.920705909078002,0.92,0.9255876846265864
LR,mfeat_fou,10,10,0.845,0.8474562794116784,0.845,0.854266172678072
LR,mfeat_fou,11,1,0.895,0.8944289136272,0.895,0.8969672427600816
LR,mfeat_fou,11,2,0.89,0.8891404719311697,0.89,0.89180700020803
LR,mfeat_fou,11,3,0.935,0.9349601847427936,0.935,0.942305852042694
LR,mfeat_fou,11,4,0.87,0.8681359433798458,0.87,0.868890240306649
LR,mfeat_fou,11,5,0.885,0.8825293732252126,0.885,0.886857370699476
LR,mfeat_fou,11,6,0.9,0.8985898533074399,0.9,0.9020093984962406
LR,mfeat_fou,11,7,0.875,0.8732890152209792,0.875,0.8747041847041847
LR,mfeat_fou,11,8,0.86,0.8584809991035921,0.86,0.8629509379509379
LR,mfeat_fou,11,9,0.885,0.8826735944130039,0.885,0.8844570707070707
LR,mfeat_fou,11,10,0.84,0.8395474706715427,0.84,0.8471298438403702
LR,mfeat_fou,12,1,0.905,0.9043434101200468,0.905,0.9054112554112556
LR,mfeat_fou,12,2,0.885,0.8830694367578268,0.885,0.8829428644073952
LR,mfeat_fou,12,3,0.905,0.9059438870308436,0.905,0.910915991902834
LR,mfeat_fou,12,4,0.89,0.8894657409773689,0.89,0.8928182858331598
LR,mfeat_fou,12,5,0.88,0.8783434210263479,0.88,0.8794615214506856
LR,mfeat_fou,12,6,0.91,0.908483285979866,0.91,0.9146708074534162
LR,mfeat_fou,12,7,0.885,0.8838080896424927,0.885,0.8839876205665678
LR,mfeat_fou,12,8,0.895,0.8908644467039248,0.895,0.8968634775284392
LR,mfeat_fou,12,9,0.875,0.8738744683877963,0.875,0.880861699703805
LR,mfeat_fou,12,10,0.84,0.8402529754432908,0.84,0.8438167961172404
LR,mfeat_fou,13,1,0.905,0.9039198727003606,0.905,0.904522536287242
LR,mfeat_fou,13,2,0.89,0.8902378800204888,0.89,0.8949880924029532
LR,mfeat_fou,13,3,0.885,0.8845375411229068,0.885,0.8872755417956657
LR,mfeat_fou,13,4,0.9,0.8976570440558962,0.9,0.9015083162451584
LR,mfeat_fou,13,5,0.9,0.8996043814978347,0.9,0.9004188501556923
LR,mfeat_fou,13,6,0.88,0.8782252059081327,0.88,0.8779742806213394
LR,mfeat_fou,13,7,0.91,0.9091140732298147,0.91,0.9109831785151478
LR,mfeat_fou,13,8,0.885,0.8835827510002809,0.885,0.8839996730957829
LR,mfeat_fou,13,9,0.9,0.8977425301673742,0.9,0.90034699993998
LR,mfeat_fou,13,10,0.795,0.7922235413861529,0.795,0.7955766755492155
LR,mfeat_fou,14,1,0.91,0.909778644547579,0.91,0.9111904761904762
LR,mfeat_fou,14,2,0.855,0.851910050707555,0.855,0.8531584155401291
LR,mfeat_fou,14,3,0.885,0.8835221418148248,0.885,0.8870225563909774
LR,mfeat_fou,14,4,0.885,0.8850060137158983,0.885,0.8873962312197605
LR,mfeat_fou,14,5,0.875,0.8704249815225424,0.875,0.8742245035666087
LR,mfeat_fou,14,6,0.93,0.9297701571000672,0.93,0.9311255411255412
LR,mfeat_fou,14,7,0.915,0.9144303065355698,0.915,0.9154439128123338
LR,mfeat_fou,14,8,0.915,0.91505010289588,0.915,0.9171028361417376
LR,mfeat_fou,14,9,0.885,0.8849887267800812,0.885,0.8902318213187779
LR,mfeat_fou,14,10,0.82,0.8211726078799247,0.82,0.8229448621553884
LR,mfeat_fou,15,1,0.88,0.8781027102978323,0.88,0.8813323080428342
LR,mfeat_fou,15,2,0.91,0.90962074510855,0.91,0.912570915926179
LR,mfeat_fou,15,3,0.89,0.8888879409790238,0.89,0.889717591079147
LR,mfeat_fou,15,4,0.865,0.8629914391400496,0.865,0.8641376786828733
LR,mfeat_fou,15,5,0.87,0.8663274700342198,0.87,0.8661362398090087
LR,mfeat_fou,15,6,0.915,0.91440750855385,0.915,0.915502928444105
LR,mfeat_fou,15,7,0.89,0.8897439821963897,0.89,0.8989086947910478
LR,mfeat_fou,15,8,0.895,0.893964064509785,0.895,0.8963005980424206
LR,mfeat_fou,15,9,0.91,0.9097726535701578,0.91,0.9150211606381684
LR,mfeat_fou,15,10,0.83,0.8313472970674642,0.83,0.8439926059492623
LR,mfeat_fou,16,1,0.92,0.9190681688756144,0.92,0.9211471191347352
LR,mfeat_fou,16,2,0.875,0.871578073089701,0.875,0.874927536231884
LR,mfeat_fou,16,3,0.875,0.8749055565743629,0.875,0.8764213564213565
LR,mfeat_fou,16,4,0.9,0.8990366883248336,0.9,0.9015466502806656
LR,mfeat_fou,16,5,0.895,0.894478937527718,0.895,0.8989287791671693
LR,mfeat_fou,16,6,0.91,0.90835247943586,0.91,0.9118163987042704
LR,mfeat_fou,16,7,0.87,0.8692433881907565,0.87,0.8714832535885167
LR,mfeat_fou,16,8,0.885,0.884044045385509,0.885,0.8878571428571428
LR,mfeat_fou,16,9,0.885,0.8852083382265189,0.885,0.888392142100582
LR,mfeat_fou,16,10,0.865,0.8647887555204627,0.865,0.8667429268358062
LR,mfeat_fou,17,1,0.905,0.9028014955921932,0.905,0.9071882507943888
LR,mfeat_fou,17,2,0.875,0.8712568005379301,0.875,0.8716305916305916
LR,mfeat_fou,17,3,0.89,0.8879057322753774,0.89,0.8886499263737115
LR,mfeat_fou,17,4,0.89,0.8897342088805503,0.89,0.88968671679198
LR,mfeat_fou,17,5,0.9,0.8970168299606754,0.9,0.8999781889040201
LR,mfeat_fou,17,6,0.845,0.8425928527713762,0.845,0.8515170216257174
LR,mfeat_fou,17,7,0.915,0.9158750534873772,0.915,0.9184894053315104
LR,mfeat_fou,17,8,0.905,0.9041111220828808,0.905,0.9047619047619048
LR,mfeat_fou,17,9,0.895,0.8928903014768912,0.895,0.8959969257795345
LR,mfeat_fou,17,10,0.81,0.8103447094910509,0.81,0.8154833675096832
LR,mfeat_fou,18,1,0.89,0.8867352092434936,0.89,0.8884283832109918
LR,mfeat_fou,18,2,0.875,0.8729241973144413,0.875,0.8732774449492715
LR,mfeat_fou,18,3,0.87,0.8684113476026184,0.87,0.8725344611528822
LR,mfeat_fou,18,4,0.915,0.9136141636141636,0.915,0.9154605263157894
LR,mfeat_fou,18,5,0.905,0.9050781524465736,0.905,0.9121165212496484
LR,mfeat_fou,18,6,0.905,0.9051341342283814,0.905,0.908513782324524
LR,mfeat_fou,18,7,0.9,0.8987393324378726,0.9,0.900486102491756
LR,mfeat_fou,18,8,0.88,0.8770588104538116,0.88,0.8824134199134198
LR,mfeat_fou,18,9,0.88,0.8797274370958583,0.88,0.8819786096256683
LR,mfeat_fou,18,10,0.83,0.8287433447093048,0.83,0.8380302845775991
LR,mfeat_fou,19,1,0.885,0.885841714134397,0.885,0.8905127524694088
LR,mfeat_fou,19,2,0.925,0.924023139023139,0.925,0.926425086781124
LR,mfeat_fou,19,3,0.895,0.8949125811449302,0.895,0.8980859010270775
LR,mfeat_fou,19,4,0.925,0.923399283643186,0.925,0.9271365914786968
LR,mfeat_fou,19,5,0.875,0.8741394243719826,0.875,0.8755573367270769
LR,mfeat_fou,19,6,0.9,0.8991726361610232,0.9,0.9012569787640456
LR,mfeat_fou,19,7,0.88,0.8800219282298275,0.88,0.8849051432930151
LR,mfeat_fou,19,8,0.89,0.8866220741099791,0.89,0.8931347637869377
LR,mfeat_fou,19,9,0.915,0.9147751128238932,0.915,0.9166819455054748
LR,mfeat_fou,19,10,0.775,0.7734929864213178,0.775,0.7779038188906611
LR,mfeat_fou,20,1,0.9,0.8997769047383938,0.9,0.9008623832308044
LR,mfeat_fou,20,2,0.89,0.8874196071239793,0.89,0.8915656565656565
LR,mfeat_fou,20,3,0.925,0.924005960520723,0.925,0.9273721234905444
LR,mfeat_fou,20,4,0.89,0.8890476190476191,0.89,0.889377990430622
LR,mfeat_fou,20,5,0.875,0.875078559638968,0.875,0.8813777526821005
LR,mfeat_fou,20,6,0.875,0.8726409547269625,0.875,0.8724467362702657
LR,mfeat_fou,20,7,0.88,0.8787551337551336,0.88,0.8844338118022328
LR,mfeat_fou,20,8,0.875,0.8728503245037562,0.875,0.8763299924712968
LR,mfeat_fou,20,9,0.92,0.9196884957860568,0.92,0.922868534973798
LR,mfeat_fou,20,10,0.785,0.7807285335123911,0.785,0.7827886415643852
LR,mfeat_fou,21,1,0.855,0.8535232183306638,0.855,0.859436090225564
LR,mfeat_fou,21,2,0.87,0.866465495611837,0.87,0.8690412528647822
LR,mfeat_fou,21,3,0.89,0.8888625409678041,0.89,0.8928003721424774
LR,mfeat_fou,21,4,0.92,0.9200024451372332,0.92,0.9215584415584414
LR,mfeat_fou,21,5,0.89,0.8885981701503373,0.89,0.8943881442737278
LR,mfeat_fou,21,6,0.885,0.8864139006051714,0.885,0.8931991341991341
LR,mfeat_fou,21,7,0.915,0.9142123067347714,0.915,0.9161445279866332
LR,mfeat_fou,21,8,0.885,0.8833777469143322,0.885,0.886065732513101
LR,mfeat_fou,21,9,0.905,0.9042320470227448,0.905,0.9069266174329104
LR,mfeat_fou,21,10,0.845,0.8443871874808972,0.845,0.8452715121136174
LR,mfeat_fou,22,1,0.875,0.8724680345701047,0.875,0.8762527870680045
LR,mfeat_fou,22,2,0.92,0.9197916752088768,0.92,0.9225910364145656
LR,mfeat_fou,22,3,0.855,0.8537654356075408,0.855,0.8559624104825342
LR,mfeat_fou,22,4,0.915,0.9140932565209364,0.915,0.9167768293087986
LR,mfeat_fou,22,5,0.895,0.8930573363253902,0.895,0.8972517696143015
LR,mfeat_fou,22,6,0.925,0.9243469615420834,0.925,0.9255046037553778
LR,mfeat_fou,22,7,0.895,0.8944311277779947,0.895,0.8984279993461916
LR,mfeat_fou,22,8,0.88,0.8782607397677402,0.88,0.8790200138026225
LR,mfeat_fou,22,9,0.885,0.8836962089401115,0.885,0.8853434723171566
LR,mfeat_fou,22,10,0.815,0.8147125014728408,0.815,0.821098901098901
LR,mfeat_fou,23,1,0.885,0.8837442005904854,0.885,0.8841124550506702
LR,mfeat_fou,23,2,0.91,0.9096722900894916,0.91,0.9149929971988796
LR,mfeat_fou,23,3,0.91,0.9088158793871246,0.91,0.9103912857008832
LR,mfeat_fou,23,4,0.9,0.8983245254147124,0.9,0.904607442519342
LR,mfeat_fou,23,5,0.875,0.873466271149198,0.875,0.8748192004074355
LR,mfeat_fou,23,6,0.91,0.9103479853479852,0.91,0.9166969696969696
LR,mfeat_fou,23,7,0.885,0.8853124543108719,0.885,0.8874861065707748
LR,mfeat_fou,23,8,0.92,0.9197279549718574,0.92,0.9196616541353384
LR,mfeat_fou,23,9,0.875,0.8753001354541791,0.875,0.8793319752143282
LR,mfeat_fou,23,10,0.815,0.8167334822942148,0.815,0.8284601731089343
LR,mfeat_fou,24,1,0.88,0.8789390455500852,0.88,0.8795382395382396
LR,mfeat_fou,24,2,0.875,0.8731901912889762,0.875,0.8752649822844332
LR,mfeat_fou,24,3,0.9,0.8991683146561195,0.9,0.9000877192982456
LR,mfeat_fou,24,4,0.89,0.8891857657005282,0.89,0.8921573050272741
LR,mfeat_fou,24,5,0.895,0.8953429304969741,0.895,0.8973566491987545
LR,mfeat_fou,24,6,0.855,0.8545425240162082,0.855,0.8627938831034807
LR,mfeat_fou,24,7,0.885,0.8837517587132477,0.885,0.8851263854824225
LR,mfeat_fou,24,8,0.91,0.9089898069294732,0.91,0.9105801714625243
LR,mfeat_fou,24,9,0.905,0.9051829932317738,0.905,0.9075854073686892
LR,mfeat_fou,24,10,0.865,0.8650005312200435,0.865,0.8671371610845294
LR,mfeat_fou,25,1,0.875,0.8751365044882374,0.875,0.8765516062884484
LR,mfeat_fou,25,2,0.905,0.9040307835779072,0.905,0.9080414268543556
LR,mfeat_fou,25,3,0.905,0.9025757796617871,0.905,0.9065223665223664
LR,mfeat_fou,25,4,0.895,0.8929855836119082,0.895,0.8951735476799416
LR,mfeat_fou,25,5,0.88,0.8780099087634968,0.88,0.8839990291935372
LR,mfeat_fou,25,6,0.89,0.8894285526877996,0.89,0.8917791174440791
LR,mfeat_fou,25,7,0.93,0.9285083051739766,0.93,0.9307969446012924
LR,mfeat_fou,25,8,0.875,0.8743482139759418,0.875,0.8760224089635855
LR,mfeat_fou,25,9,0.9,0.8987975990585697,0.9,0.909272177098264
LR,mfeat_fou,25,10,0.825,0.8243078003332576,0.825,0.8330248000156466
LR,mfeat_fou,26,1,0.905,0.9046537544612,0.905,0.9060947824105718
LR,mfeat_fou,26,2,0.895,0.8950624666478325,0.895,0.8985115864527629
LR,mfeat_fou,26,3,0.895,0.8949450549450549,0.895,0.8955023923444976
LR,mfeat_fou,26,4,0.9,0.8995931444840302,0.9,0.9032951362363127
LR,mfeat_fou,26,5,0.92,0.9194226654817156,0.92,0.9199749373433584
LR,mfeat_fou,26,6,0.865,0.8638581122026817,0.865,0.8748561342039602
LR,mfeat_fou,26,7,0.905,0.9032390395590084,0.905,0.9040092558762636
LR,mfeat_fou,26,8,0.89,0.8893834022203728,0.89,0.8905065694539378
LR,mfeat_fou,26,9,0.905,0.9028180716714546,0.905,0.9079622310057092
LR,mfeat_fou,26,10,0.78,0.7839290794553953,0.78,0.7946221033868092
LR,mfeat_fou,27,1,0.93,0.9302953607125624,0.93,0.933375350140056
LR,mfeat_fou,27,2,0.9,0.8982746277996598,0.9,0.8989932496124444
LR,mfeat_fou,27,3,0.855,0.8545488016476461,0.855,0.8557287157287157
LR,mfeat_fou,27,4,0.87,0.869228348525599,0.87,0.8754942113867946
LR,mfeat_fou,27,5,0.92,0.9197144596952042,0.92,0.9203968253968252
LR,mfeat_fou,27,6,0.87,0.8693458689264284,0.87,0.8735610766045547
LR,mfeat_fou,27,7,0.895,0.893980221398647,0.895,0.8958814856640943
LR,mfeat_fou,27,8,0.855,0.8526500764475806,0.855,0.8548963834545675
LR,mfeat_fou,27,9,0.915,0.912983367983368,0.915,0.9158397832817337
LR,mfeat_fou,27,10,0.825,0.8216737336162956,0.825,0.8218837772956766
LR,mfeat_fou,28,1,0.89,0.8901261767757275,0.89,0.8935216829953672
LR,mfeat_fou,28,2,0.895,0.8950186206604691,0.895,0.896800713905977
LR,mfeat_fou,28,3,0.86,0.8590563469727276,0.86,0.8683001008653183
LR,mfeat_fou,28,4,0.93,0.9294101106424596,0.93,0.9304329004329004
LR,mfeat_fou,28,5,0.88,0.8793245268160318,0.88,0.8858912432596644
LR,mfeat_fou,28,6,0.915,0.9150231347599768,0.915,0.9165736310473152
LR,mfeat_fou,28,7,0.9,0.8970021577699262,0.9,0.901361754187841
LR,mfeat_fou,28,8,0.91,0.9093677998556048,0.91,0.9119633307868602
LR,mfeat_fou,28,9,0.895,0.8929984243398876,0.895,0.8954010025062656
LR,mfeat_fou,28,10,0.82,0.8225974860869032,0.82,0.8299725218844212
LR,mfeat_fou,29,1,0.895,0.8951505746926232,0.895,0.8997224358851093
LR,mfeat_fou,29,2,0.855,0.8548638353516401,0.855,0.8569548872180451
LR,mfeat_fou,29,3,0.89,0.8893663179721633,0.89,0.891391093015807
LR,mfeat_fou,29,4,0.895,0.8953646523842363,0.895,0.8992383044334854
LR,mfeat_fou,29,5,0.925,0.9245289349076254,0.925,0.92511544011544
LR,mfeat_fou,29,6,0.88,0.8781101551124241,0.88,0.8853500846979108
LR,mfeat_fou,29,7,0.875,0.8734486708721715,0.875,0.8748779557589625
LR,mfeat_fou,29,8,0.885,0.8842487507218678,0.885,0.8875383245663566
LR,mfeat_fou,29,9,0.915,0.9133068365096606,0.915,0.9166019214703424
LR,mfeat_fou,29,10,0.88,0.8776771263101562,0.88,0.8912613875657354
LR,mfeat_fou,30,1,0.935,0.9345388095002986,0.935,0.9354078377762588
LR,mfeat_fou,30,2,0.885,0.8802860031769643,0.885,0.882937356760886
LR,mfeat_fou,30,3,0.915,0.9148319374250056,0.915,0.917627401837928
LR,mfeat_fou,30,4,0.86,0.85991233991234,0.86,0.8625168871376302
LR,mfeat_fou,30,5,0.9,0.9010266049739736,0.9,0.905676236044657
LR,mfeat_fou,30,6,0.865,0.862725797973836,0.865,0.867227555053642
LR,mfeat_fou,30,7,0.9,0.9000568849804601,0.9,0.9027137838007404
LR,mfeat_fou,30,8,0.9,0.8987657464486734,0.9,0.9008939963545228
LR,mfeat_fou,30,9,0.89,0.88895801665796,0.89,0.8901223326859348
LR,mfeat_fou,30,10,0.785,0.7817059439801711,0.785,0.7902949479191235
LR,mfeat_zer,1,1,0.89,0.8860499427023295,0.89,0.8850846532358176
LR,mfeat_zer,1,2,0.83,0.8269636465609238,0.83,0.8270521943955448
LR,mfeat_zer,1,3,0.88,0.8694847722286745,0.88,0.8851731601731601
LR,mfeat_zer,1,4,0.865,0.8623319956246784,0.865,0.8611395467277819
LR,mfeat_zer,1,5,0.885,0.8774764673311185,0.885,0.8777206851119894
LR,mfeat_zer,1,6,0.845,0.8353439649781113,0.845,0.8319539232697126
LR,mfeat_zer,1,7,0.87,0.8684970591100991,0.87,0.8694080557124036
LR,mfeat_zer,1,8,0.85,0.8435263193817043,0.85,0.8468832616658701
LR,mfeat_zer,1,9,0.855,0.8507266346148933,0.855,0.8483460249088194
LR,mfeat_zer,1,10,0.8,0.7990972742747527,0.8,0.8034167764602548
LR,mfeat_zer,2,1,0.87,0.8654424993064274,0.87,0.8647619047619048
LR,mfeat_zer,2,2,0.86,0.8569016349504155,0.86,0.855465367965368
